Timestamp,Applicant Name,Score from 1 to 5 (1 is lowest)
2023-02-02 21:49:27.939,23A,2
2023-02-02 21:49:29.366,23A,1
2023-02-02 21:49:31.784,23A,3
2023-02-02 21:49:33.618,23A,3
2023-02-02 21:49:36.788,23A,4
2023-02-02 21:49:38.027,23A,2
2023-02-02 21:49:39.417,23A,3
2023-02-02 21:49:48.281,23A,1
2023-02-02 21:49:53.545,23A,2
2023-02-02 21:49:58.229,23A,2
2023-02-02 21:50:00.709,23A,1
2023-02-02 21:50:12.992,23A,2
2023-02-02 21:50:14.575,23A,1
2023-02-02 21:50:16.513,23A,2
2023-02-02 21:50:18.086,23A,3
2023-02-02 21:50:21.082,23A,2
2023-02-02 21:50:23.341,23A,4
2023-02-02 21:50:27.216,23A,2
2023-02-02 21:50:41.382,23A,3
2023-02-02 21:52:12.707,23A,3
2023-02-02 21:42:48.048,24A,5
2023-02-02 21:42:53.392,24A,5
2023-02-02 21:42:53.641,24A,4
2023-02-02 21:42:54.181,24A,3
2023-02-02 21:43:01.177,24A,4
2023-02-02 21:43:01.910,24A,4
2023-02-02 21:43:03.262,24A,5
2023-02-02 21:43:06.044,24A,4
2023-02-02 21:43:07.573,24A,4
2023-02-02 21:43:10.196,24A,4
2023-02-02 21:43:10.506,24A,4
2023-02-02 21:43:10.952,24A,4
2023-02-02 21:43:11.074,24A,5
2023-02-02 21:43:12.706,24A,4
2023-02-02 21:43:15.033,24A,5
2023-02-02 21:43:16.872,24A,3
2023-02-02 21:43:18.031,24A,4
2023-02-02 21:43:19.284,24A,4
2023-02-02 21:43:20.123,24A,4
2023-02-02 21:43:25.168,24A,4
2023-02-02 21:43:25.228,24A,4
2023-02-02 21:43:28.200,24A,4
2023-02-02 21:43:30.973,24A,4
2023-02-02 21:43:32.609,24A,5
2023-02-02 21:43:36.057,24A,4
2023-02-02 21:43:39.270,24A,5
2023-02-02 21:43:47.675,24A,4
2023-02-02 21:44:03.722,24A,5
2023-02-02 23:29:29.858,32A,4
2023-02-02 23:29:30.091,32A,3
2023-02-02 23:29:35.693,32A,4
2023-02-02 23:29:36.777,32A,2
2023-02-02 23:29:39.754,32A,4
2023-02-02 23:29:40.873,32A,3
2023-02-02 23:29:41.441,32A,3
2023-02-02 23:29:45.060,32A,3
2023-02-02 23:29:53.671,32A,3
2023-02-02 23:29:57.163,32A,4
2023-02-02 23:29:57.251,32A,3
2023-02-02 23:29:58.374,32A,4
2023-02-02 23:30:00.293,32A,4
2023-02-02 23:30:01.723,32A,5
2023-02-02 23:30:04.111,32A,3
2023-02-02 23:30:04.447,32A,2
2023-02-02 23:30:05.193,32A,4
2023-02-02 23:30:16.886,32A,2
2023-02-02 23:30:19.944,32A,3
2023-02-02 23:30:24.487,32A,3
2023-02-02 23:30:26.320,32A,3
2023-02-02 23:30:30.043,32A,3
2023-02-02 23:30:32.123,32A,3
2023-02-02 23:30:44.202,32A,3
2023-02-02 23:30:44.592,32A,3
2023-02-02 23:30:59.890,32A,4
2023-02-02 23:31:10.292,32A,5
2023-02-02 23:31:52.607,32A,4
2023-02-02 23:45:42.517,4A,1
2023-02-02 23:47:45.019,4A,3
2023-02-02 23:47:55.206,4A,2
2023-02-02 23:48:01.458,4A,2
2023-02-02 23:48:04.929,4A,4
2023-02-02 23:48:05.869,4A,2
2023-02-02 23:48:08.339,4A,2
2023-02-02 23:48:09.921,4A,2
2023-02-02 23:48:11.565,4A,5
2023-02-02 23:48:14.232,4A,4
2023-02-02 23:48:16.059,4A,2
2023-02-02 23:48:16.135,4A,4
2023-02-02 23:48:16.782,4A,4
2023-02-02 23:48:17.532,4A,2
2023-02-02 23:48:18.785,4A,5
2023-02-02 23:48:19.637,4A,5
2023-02-02 23:48:19.703,4A,4
2023-02-02 23:48:19.917,4A,3
2023-02-02 23:48:25.458,4A,2
2023-02-02 23:48:32.868,4A,3
2023-02-02 23:48:36.606,4A,3
2023-02-02 23:48:42.332,4A,1
2023-02-02 23:49:00.796,4A,4
2023-02-02 23:49:41.795,4A,1
2023-02-02 23:50:25.188,4A,5
